Client_ID,Risk_Profile,Target_Equity,Target_Debt,Target_Cash
C2733,Aggressive,80,15,5
C2734,Moderate,60,30,10
C2735,Aggressive,80,15,5
C2736,Moderate,60,30,10
C2737,Aggressive,80,15,5
C2738,Moderate,60,30,10
C2739,Moderate,60,30,10
C2740,Moderate,60,30,10
C2741,Moderate,60,30,10
C2742,Aggressive,80,15,5
C2743,Aggressive,80,15,5
C2744,Conservative,40,40,20
C2745,Moderate,60,30,10
C2746,Aggressive,80,15,5
C2747,Aggressive,80,15,5
C2748,Aggressive,80,15,5
C2749,Conservative,40,40,20
C2750,Moderate,60,30,10
C2751,Conservative,40,40,20
C2752,Moderate,60,30,10
C2753,Moderate,60,30,10
C2754,Moderate,60,30,10
C2755,Conservative,40,40,20
C2756,Aggressive,80,15,5
C2757,Aggressive,80,15,5
C2758,Aggressive,80,15,5
C2759,Conservative,40,40,20
C2760,Moderate,60,30,10
C2761,Conservative,40,40,20
C2762,Moderate,60,30,10
C2763,Moderate,60,30,10
C2764,Moderate,60,30,10
C2765,Moderate,60,30,10
C2766,Moderate,60,30,10
C2767,Conservative,40,40,20
C2768,Conservative,40,40,20
C2769,Aggressive,80,15,5
C2770,Conservative,40,40,20
C2771,Moderate,60,30,10
C2772,Aggressive,80,15,5
C2773,Conservative,40,40,20
C2774,Conservative,40,40,20
C2775,Aggressive,80,15,5
C2776,Conservative,40,40,20
C2777,Aggressive,80,15,5
C2778,Aggressive,80,15,5
C2779,Aggressive,80,15,5
C2780,Conservative,40,40,20
C2781,Aggressive,80,15,5
C2782,Aggressive,80,15,5
C2783,Conservative,40,40,20
C2784,Moderate,60,30,10
C2785,Moderate,60,30,10
C2786,Moderate,60,30,10
C2787,Aggressive,80,15,5
C2788,Conservative,40,40,20
C2789,Conservative,40,40,20
C2790,Moderate,60,30,10
C2791,Conservative,40,40,20
C2792,Conservative,40,40,20
C2793,Conservative,40,40,20
C2794,Aggressive,80,15,5
C2795,Aggressive,80,15,5
C2796,Aggressive,80,15,5
C2797,Conservative,40,40,20
C2798,Aggressive,80,15,5
C2799,Conservative,40,40,20
C2800,Conservative,40,40,20
C2801,Conservative,40,40,20
C2802,Conservative,40,40,20
C2803,Aggressive,80,15,5
C2804,Moderate,60,30,10
C2805,Moderate,60,30,10
C2806,Moderate,60,30,10
C2807,Conservative,40,40,20
C2808,Aggressive,80,15,5
C2809,Moderate,60,30,10
C2810,Aggressive,80,15,5
C2811,Moderate,60,30,10
C2812,Aggressive,80,15,5
C2813,Aggressive,80,15,5
C2814,Aggressive,80,15,5
C2815,Aggressive,80,15,5
C2816,Aggressive,80,15,5
C2817,Aggressive,80,15,5
C2818,Conservative,40,40,20
C2819,Moderate,60,30,10
C2820,Moderate,60,30,10
C2821,Conservative,40,40,20
C2822,Conservative,40,40,20
C2823,Moderate,60,30,10
C2824,Aggressive,80,15,5
C2825,Aggressive,80,15,5
C2826,Moderate,60,30,10
C2827,Conservative,40,40,20
C2828,Conservative,40,40,20
C2829,Conservative,40,40,20
C2830,Aggressive,80,15,5
C2831,Moderate,60,30,10
C2832,Moderate,60,30,10
C2833,Aggressive,80,15,5
C2834,Moderate,60,30,10
C2835,Aggressive,80,15,5
C2836,Conservative,40,40,20
C2837,Aggressive,80,15,5
C2838,Aggressive,80,15,5
C2839,Moderate,60,30,10
C2840,Moderate,60,30,10
C2841,Moderate,60,30,10
C2842,Aggressive,80,15,5
C2843,Aggressive,80,15,5
C2844,Aggressive,80,15,5
C2845,Conservative,40,40,20
C2846,Aggressive,80,15,5
C2847,Conservative,40,40,20
C2848,Conservative,40,40,20
C2849,Conservative,40,40,20
C2850,Conservative,40,40,20
C2851,Aggressive,80,15,5
C2852,Conservative,40,40,20
C2853,Aggressive,80,15,5
C2854,Conservative,40,40,20
C2855,Moderate,60,30,10
C2856,Aggressive,80,15,5
C2857,Moderate,60,30,10
C2858,Aggressive,80,15,5
C2859,Moderate,60,30,10
C2860,Moderate,60,30,10
C2861,Moderate,60,30,10
C2862,Moderate,60,30,10
C2863,Conservative,40,40,20
C2864,Conservative,40,40,20
C2865,Conservative,40,40,20
C2866,Aggressive,80,15,5
C2867,Moderate,60,30,10
C2868,Conservative,40,40,20
C2869,Conservative,40,40,20
C2870,Aggressive,80,15,5
C2871,Aggressive,80,15,5
C2872,Moderate,60,30,10
C2873,Conservative,40,40,20
C2874,Aggressive,80,15,5
C2875,Moderate,60,30,10
C2876,Aggressive,80,15,5
C2877,Moderate,60,30,10
C2878,Moderate,60,30,10
C2879,Aggressive,80,15,5
C2880,Aggressive,80,15,5
C2881,Aggressive,80,15,5
C2882,Aggressive,80,15,5
C2883,Aggressive,80,15,5
C2884,Moderate,60,30,10
C2885,Moderate,60,30,10
C2886,Moderate,60,30,10
C2887,Aggressive,80,15,5
C2888,Aggressive,80,15,5
C2889,Moderate,60,30,10
C2890,Moderate,60,30,10
C2891,Conservative,40,40,20
C2892,Moderate,60,30,10
C2893,Moderate,60,30,10
C2894,Conservative,40,40,20
C2895,Moderate,60,30,10
C2896,Conservative,40,40,20
C2897,Moderate,60,30,10
C2898,Conservative,40,40,20
C2899,Conservative,40,40,20
C2900,Conservative,40,40,20
C2901,Conservative,40,40,20
C2902,Aggressive,80,15,5
C2903,Moderate,60,30,10
C2904,Conservative,40,40,20
C2905,Moderate,60,30,10
C2906,Moderate,60,30,10
C2907,Moderate,60,30,10
C2908,Conservative,40,40,20
C2909,Aggressive,80,15,5
C2910,Moderate,60,30,10
C2911,Conservative,40,40,20
C2912,Moderate,60,30,10
C2913,Aggressive,80,15,5
C2914,Moderate,60,30,10
C2915,Aggressive,80,15,5
C2916,Moderate,60,30,10
C2917,Aggressive,80,15,5
C2918,Aggressive,80,15,5
C2919,Moderate,60,30,10
C2920,Conservative,40,40,20
C2921,Conservative,40,40,20
C2922,Aggressive,80,15,5
C2923,Conservative,40,40,20
C2924,Conservative,40,40,20
C2925,Conservative,40,40,20
C2926,Conservative,40,40,20
C2927,Aggressive,80,15,5
C2928,Aggressive,80,15,5
C2929,Moderate,60,30,10
C2930,Conservative,40,40,20
C2931,Moderate,60,30,10
C2932,Conservative,40,40,20
C2933,Aggressive,80,15,5
C2934,Conservative,40,40,20
C2935,Aggressive,80,15,5
C2936,Aggressive,80,15,5
C2937,Aggressive,80,15,5
C2938,Aggressive,80,15,5
C2939,Moderate,60,30,10
C2940,Moderate,60,30,10
C2941,Conservative,40,40,20
C2942,Aggressive,80,15,5
C2943,Conservative,40,40,20
C2944,Conservative,40,40,20
C2945,Moderate,60,30,10
C2946,Moderate,60,30,10
C2947,Conservative,40,40,20
C2948,Aggressive,80,15,5
C2949,Moderate,60,30,10
C2950,Moderate,60,30,10
C2951,Moderate,60,30,10
C2952,Moderate,60,30,10
C2953,Moderate,60,30,10
C2954,Aggressive,80,15,5
C2955,Moderate,60,30,10
C2956,Conservative,40,40,20
C2957,Aggressive,80,15,5
C2958,Conservative,40,40,20
C2959,Moderate,60,30,10
C2960,Aggressive,80,15,5
C2961,Moderate,60,30,10
C2962,Moderate,60,30,10
C2963,Aggressive,80,15,5
C2964,Conservative,40,40,20
C2965,Aggressive,80,15,5
C2966,Conservative,40,40,20
C2967,Conservative,40,40,20
C2968,Conservative,40,40,20
C2969,Conservative,40,40,20
C2970,Aggressive,80,15,5
C2971,Moderate,60,30,10
C2972,Aggressive,80,15,5
C2973,Conservative,40,40,20
C2974,Aggressive,80,15,5
C2975,Moderate,60,30,10
C2976,Moderate,60,30,10
C2977,Moderate,60,30,10
C2978,Moderate,60,30,10
C2979,Aggressive,80,15,5
C2980,Moderate,60,30,10
C2981,Moderate,60,30,10
C2982,Aggressive,80,15,5
C2983,Conservative,40,40,20
C2984,Moderate,60,30,10
C2985,Moderate,60,30,10
C2986,Aggressive,80,15,5
C2987,Moderate,60,30,10
C2988,Moderate,60,30,10
C2989,Aggressive,80,15,5
C2990,Aggressive,80,15,5
C2991,Conservative,40,40,20
C2992,Moderate,60,30,10
C2993,Aggressive,80,15,5
C2994,Aggressive,80,15,5
C2995,Aggressive,80,15,5
C2996,Aggressive,80,15,5
C2997,Aggressive,80,15,5
C2998,Aggressive,80,15,5
C2999,Conservative,40,40,20
C3000,Aggressive,80,15,5
C3001,Conservative,40,40,20
C3002,Aggressive,80,15,5
C3003,Moderate,60,30,10
C3004,Conservative,40,40,20
C3005,Moderate,60,30,10
C3006,Moderate,60,30,10
C3007,Moderate,60,30,10
C3008,Aggressive,80,15,5
C3009,Moderate,60,30,10
C3010,Moderate,60,30,10
C3011,Aggressive,80,15,5
C3012,Aggressive,80,15,5
C3013,Moderate,60,30,10
C3014,Moderate,60,30,10
C3015,Conservative,40,40,20
C3016,Moderate,60,30,10
C3017,Aggressive,80,15,5
C3018,Moderate,60,30,10
C3019,Moderate,60,30,10
C3020,Conservative,40,40,20
C3021,Moderate,60,30,10
C3022,Conservative,40,40,20
C3023,Moderate,60,30,10
C3024,Aggressive,80,15,5
C3025,Conservative,40,40,20
C3026,Moderate,60,30,10
C3027,Moderate,60,30,10
C3028,Aggressive,80,15,5
C3029,Conservative,40,40,20
C3030,Moderate,60,30,10
C3031,Aggressive,80,15,5
C3032,Aggressive,80,15,5
C3033,Aggressive,80,15,5
C3034,Aggressive,80,15,5
C3035,Conservative,40,40,20
C3036,Moderate,60,30,10
C3037,Conservative,40,40,20
C3038,Aggressive,80,15,5
C3039,Moderate,60,30,10
C3040,Aggressive,80,15,5
C3041,Moderate,60,30,10
C3042,Aggressive,80,15,5
C3043,Moderate,60,30,10
C3044,Conservative,40,40,20
C3045,Conservative,40,40,20
C3046,Conservative,40,40,20
C3047,Aggressive,80,15,5
C3048,Moderate,60,30,10
C3049,Conservative,40,40,20
C3050,Conservative,40,40,20
C3051,Conservative,40,40,20
C3052,Aggressive,80,15,5
C3053,Moderate,60,30,10
C3054,Aggressive,80,15,5
C3055,Moderate,60,30,10
C3056,Conservative,40,40,20
C3057,Aggressive,80,15,5
C3058,Conservative,40,40,20
C3059,Aggressive,80,15,5
C3060,Aggressive,80,15,5
C3061,Moderate,60,30,10
C3062,Aggressive,80,15,5
C3063,Conservative,40,40,20
C3064,Aggressive,80,15,5
C3065,Aggressive,80,15,5
C3066,Aggressive,80,15,5
C3067,Moderate,60,30,10
C3068,Conservative,40,40,20
C3069,Moderate,60,30,10
C3070,Aggressive,80,15,5
C3071,Conservative,40,40,20
C3072,Moderate,60,30,10
C3073,Conservative,40,40,20
C3074,Conservative,40,40,20
C3075,Aggressive,80,15,5
C3076,Conservative,40,40,20
C3077,Conservative,40,40,20
C3078,Conservative,40,40,20
C3079,Moderate,60,30,10
C3080,Moderate,60,30,10
C3081,Conservative,40,40,20
C3082,Conservative,40,40,20
C3083,Moderate,60,30,10
C3084,Aggressive,80,15,5
C3085,Moderate,60,30,10
C3086,Aggressive,80,15,5
C3087,Aggressive,80,15,5
C3088,Moderate,60,30,10
C3089,Conservative,40,40,20
C3090,Aggressive,80,15,5
C3091,Aggressive,80,15,5
C3092,Conservative,40,40,20
C3093,Moderate,60,30,10
C3094,Moderate,60,30,10
C3095,Aggressive,80,15,5
C3096,Aggressive,80,15,5
C3097,Moderate,60,30,10
C3098,Conservative,40,40,20
C3099,Aggressive,80,15,5
C3100,Aggressive,80,15,5
C3101,Moderate,60,30,10
C3102,Moderate,60,30,10
C3103,Moderate,60,30,10
C3104,Conservative,40,40,20
C3105,Moderate,60,30,10
C3106,Conservative,40,40,20
C3107,Conservative,40,40,20
C3108,Aggressive,80,15,5
C3109,Conservative,40,40,20
C3110,Conservative,40,40,20
C3111,Conservative,40,40,20
C3112,Aggressive,80,15,5
C3113,Aggressive,80,15,5
C3114,Moderate,60,30,10
C3115,Conservative,40,40,20
C3116,Conservative,40,40,20
C3117,Aggressive,80,15,5
C3118,Conservative,40,40,20
C3119,Conservative,40,40,20
C3120,Moderate,60,30,10
C3121,Conservative,40,40,20
C3122,Moderate,60,30,10
C3123,Conservative,40,40,20
C3124,Moderate,60,30,10
C3125,Aggressive,80,15,5
C3126,Moderate,60,30,10
C3127,Moderate,60,30,10
C3128,Conservative,40,40,20
C3129,Aggressive,80,15,5
C3130,Conservative,40,40,20
C3131,Aggressive,80,15,5
C3132,Moderate,60,30,10
C3133,Conservative,40,40,20
C3134,Moderate,60,30,10
C3135,Moderate,60,30,10
C3136,Conservative,40,40,20
C3137,Moderate,60,30,10
C3138,Conservative,40,40,20
C3139,Moderate,60,30,10
C3140,Conservative,40,40,20
C3141,Aggressive,80,15,5
C3142,Moderate,60,30,10
C3143,Moderate,60,30,10
C3144,Aggressive,80,15,5
C3145,Conservative,40,40,20
C3146,Conservative,40,40,20
C3147,Moderate,60,30,10
C3148,Conservative,40,40,20
C3149,Aggressive,80,15,5
C3150,Conservative,40,40,20
C3151,Aggressive,80,15,5
C3152,Aggressive,80,15,5
C3153,Aggressive,80,15,5
C3154,Conservative,40,40,20
C3155,Moderate,60,30,10
C3156,Aggressive,80,15,5
C3157,Moderate,60,30,10
C3158,Aggressive,80,15,5
C3159,Moderate,60,30,10
C3160,Conservative,40,40,20
C3161,Moderate,60,30,10
C3162,Moderate,60,30,10
C3163,Conservative,40,40,20
C3164,Conservative,40,40,20
C3165,Moderate,60,30,10
C3166,Conservative,40,40,20
C3167,Aggressive,80,15,5
C3168,Conservative,40,40,20
C3169,Moderate,60,30,10
C3170,Moderate,60,30,10
C3171,Aggressive,80,15,5
C3172,Aggressive,80,15,5
C3173,Aggressive,80,15,5
C3174,Moderate,60,30,10
C3175,Conservative,40,40,20
C3176,Moderate,60,30,10
C3177,Conservative,40,40,20
C3178,Aggressive,80,15,5
C3179,Moderate,60,30,10
C3180,Conservative,40,40,20
C3181,Aggressive,80,15,5
C3182,Aggressive,80,15,5
C3183,Moderate,60,30,10
C3184,Aggressive,80,15,5
C3185,Aggressive,80,15,5
C3186,Aggressive,80,15,5
C3187,Aggressive,80,15,5
C3188,Conservative,40,40,20
C3189,Moderate,60,30,10
C3190,Moderate,60,30,10
C3191,Aggressive,80,15,5
C3192,Moderate,60,30,10
C3193,Conservative,40,40,20
C3194,Aggressive,80,15,5
C3195,Aggressive,80,15,5
C3196,Aggressive,80,15,5
C3197,Conservative,40,40,20
C3198,Moderate,60,30,10
C3199,Aggressive,80,15,5
C3200,Moderate,60,30,10
C3201,Moderate,60,30,10
C3202,Aggressive,80,15,5
C3203,Aggressive,80,15,5
C3204,Aggressive,80,15,5
C3205,Aggressive,80,15,5
C3206,Aggressive,80,15,5
C3207,Moderate,60,30,10
C3208,Moderate,60,30,10
C3209,Conservative,40,40,20
C3210,Moderate,60,30,10
C3211,Aggressive,80,15,5
C3212,Aggressive,80,15,5
C3213,Conservative,40,40,20
C3214,Conservative,40,40,20
C3215,Conservative,40,40,20
C3216,Moderate,60,30,10
C3217,Moderate,60,30,10
C3218,Aggressive,80,15,5
C3219,Moderate,60,30,10
C3220,Aggressive,80,15,5
C3221,Conservative,40,40,20
C3222,Moderate,60,30,10
C3223,Conservative,40,40,20
C3224,Moderate,60,30,10
C3225,Aggressive,80,15,5
C3226,Aggressive,80,15,5
C3227,Aggressive,80,15,5
C3228,Conservative,40,40,20
C3229,Moderate,60,30,10
C3230,Aggressive,80,15,5
C3231,Aggressive,80,15,5
C3232,Aggressive,80,15,5
C3233,Aggressive,80,15,5
C3234,Moderate,60,30,10
C3235,Aggressive,80,15,5
C3236,Moderate,60,30,10
C3237,Aggressive,80,15,5
C3238,Conservative,40,40,20
C3239,Moderate,60,30,10
C3240,Aggressive,80,15,5
C3241,Conservative,40,40,20
C3242,Moderate,60,30,10
C3243,Conservative,40,40,20
C3244,Aggressive,80,15,5
C3245,Conservative,40,40,20
C3246,Conservative,40,40,20
C3247,Conservative,40,40,20
C3248,Conservative,40,40,20
C3249,Conservative,40,40,20
C3250,Aggressive,80,15,5
C3251,Moderate,60,30,10
C3252,Moderate,60,30,10
C3253,Moderate,60,30,10
C3254,Conservative,40,40,20
C3255,Moderate,60,30,10
C3256,Aggressive,80,15,5
C3257,Aggressive,80,15,5
C3258,Conservative,40,40,20
C3259,Moderate,60,30,10
C3260,Moderate,60,30,10
C3261,Moderate,60,30,10
C3262,Aggressive,80,15,5
C3263,Conservative,40,40,20
C3264,Moderate,60,30,10
C3265,Aggressive,80,15,5
C3266,Conservative,40,40,20
C3267,Moderate,60,30,10
C3268,Conservative,40,40,20
C3269,Aggressive,80,15,5
C3270,Conservative,40,40,20
C3271,Moderate,60,30,10
C3272,Aggressive,80,15,5
C3273,Aggressive,80,15,5
C3274,Moderate,60,30,10
C3275,Moderate,60,30,10
C3276,Conservative,40,40,20
C3277,Aggressive,80,15,5
C3278,Aggressive,80,15,5
C3279,Aggressive,80,15,5
C3280,Moderate,60,30,10
C3281,Moderate,60,30,10
C3282,Moderate,60,30,10
C3283,Aggressive,80,15,5
C3284,Conservative,40,40,20
C3285,Moderate,60,30,10
C3286,Moderate,60,30,10
C3287,Conservative,40,40,20
C3288,Aggressive,80,15,5
C3289,Conservative,40,40,20
C3290,Moderate,60,30,10
C3291,Moderate,60,30,10
C3292,Moderate,60,30,10
C3293,Conservative,40,40,20
C3294,Conservative,40,40,20
C3295,Conservative,40,40,20
C3296,Conservative,40,40,20
C3297,Conservative,40,40,20
C3298,Aggressive,80,15,5
C3299,Aggressive,80,15,5
C3300,Moderate,60,30,10
C3301,Moderate,60,30,10
C3302,Aggressive,80,15,5
C3303,Conservative,40,40,20
C3304,Moderate,60,30,10
C3305,Aggressive,80,15,5
C3306,Aggressive,80,15,5
C3307,Moderate,60,30,10
C3308,Conservative,40,40,20
C3309,Conservative,40,40,20
C3310,Conservative,40,40,20
C3311,Aggressive,80,15,5
C3312,Conservative,40,40,20
C3313,Conservative,40,40,20
C3314,Conservative,40,40,20
C3315,Aggressive,80,15,5
C3316,Conservative,40,40,20
C3317,Conservative,40,40,20
C3318,Aggressive,80,15,5
C3319,Aggressive,80,15,5
C3320,Aggressive,80,15,5
C3321,Aggressive,80,15,5
C3322,Moderate,60,30,10
C3323,Moderate,60,30,10
C3324,Conservative,40,40,20
C3325,Conservative,40,40,20
C3326,Aggressive,80,15,5
C3327,Moderate,60,30,10
C3328,Aggressive,80,15,5
C3329,Moderate,60,30,10
C3330,Aggressive,80,15,5
C3331,Moderate,60,30,10
C3332,Aggressive,80,15,5
C3333,Aggressive,80,15,5
C3334,Aggressive,80,15,5
C3335,Aggressive,80,15,5
C3336,Moderate,60,30,10
C3337,Aggressive,80,15,5
C3338,Moderate,60,30,10
C3339,Conservative,40,40,20
C3340,Conservative,40,40,20
C3341,Aggressive,80,15,5
C3342,Moderate,60,30,10
C3343,Moderate,60,30,10
C3344,Moderate,60,30,10
C3345,Aggressive,80,15,5
C3346,Moderate,60,30,10
C3347,Moderate,60,30,10
C3348,Moderate,60,30,10
C3349,Moderate,60,30,10
C3350,Conservative,40,40,20
C3351,Moderate,60,30,10
C3352,Conservative,40,40,20
C3353,Conservative,40,40,20
C3354,Aggressive,80,15,5
C3355,Aggressive,80,15,5
C3356,Aggressive,80,15,5
C3357,Moderate,60,30,10
C3358,Conservative,40,40,20
C3359,Conservative,40,40,20
C3360,Moderate,60,30,10
C3361,Moderate,60,30,10
C3362,Conservative,40,40,20
C3363,Aggressive,80,15,5
C3364,Aggressive,80,15,5
C3365,Conservative,40,40,20
C3366,Aggressive,80,15,5
C3367,Aggressive,80,15,5
C3368,Moderate,60,30,10
C3369,Conservative,40,40,20
C3370,Moderate,60,30,10
C3371,Conservative,40,40,20
C3372,Aggressive,80,15,5
C3373,Moderate,60,30,10
C3374,Aggressive,80,15,5
C3375,Conservative,40,40,20
C3376,Aggressive,80,15,5
C3377,Conservative,40,40,20
C3378,Aggressive,80,15,5
C3379,Aggressive,80,15,5
C3380,Conservative,40,40,20
C3381,Conservative,40,40,20
C3382,Aggressive,80,15,5
C3383,Aggressive,80,15,5
C3384,Aggressive,80,15,5
C3385,Aggressive,80,15,5
C3386,Moderate,60,30,10
C3387,Moderate,60,30,10
C3388,Aggressive,80,15,5
C3389,Conservative,40,40,20
C3390,Moderate,60,30,10
C3391,Moderate,60,30,10
C3392,Conservative,40,40,20
C3393,Aggressive,80,15,5
C3394,Aggressive,80,15,5
C3395,Conservative,40,40,20
C3396,Moderate,60,30,10
C3397,Moderate,60,30,10
C3398,Aggressive,80,15,5
C3399,Conservative,40,40,20
C3400,Moderate,60,30,10
C3401,Moderate,60,30,10
C3402,Conservative,40,40,20
C3403,Conservative,40,40,20
C3404,Moderate,60,30,10
C3405,Moderate,60,30,10
C3406,Aggressive,80,15,5
C3407,Conservative,40,40,20
C3408,Aggressive,80,15,5
C3409,Moderate,60,30,10
C3410,Moderate,60,30,10
C3411,Conservative,40,40,20
C3412,Moderate,60,30,10
C3413,Aggressive,80,15,5
C3414,Moderate,60,30,10
C3415,Aggressive,80,15,5
C3416,Conservative,40,40,20
C3417,Conservative,40,40,20
C3418,Moderate,60,30,10
C3419,Conservative,40,40,20
C3420,Aggressive,80,15,5
C3421,Moderate,60,30,10
C3422,Moderate,60,30,10
C3423,Aggressive,80,15,5
C3424,Moderate,60,30,10
C3425,Aggressive,80,15,5
C3426,Moderate,60,30,10
C3427,Moderate,60,30,10
C3428,Moderate,60,30,10
C3429,Moderate,60,30,10
C3430,Moderate,60,30,10
C3431,Conservative,40,40,20
C3432,Conservative,40,40,20
C3433,Aggressive,80,15,5
C3434,Aggressive,80,15,5
C3435,Aggressive,80,15,5
C3436,Moderate,60,30,10
C3437,Conservative,40,40,20
C3438,Conservative,40,40,20
C3439,Moderate,60,30,10
C3440,Moderate,60,30,10
C3441,Conservative,40,40,20
C3442,Aggressive,80,15,5
C3443,Moderate,60,30,10
C3444,Moderate,60,30,10
C3445,Moderate,60,30,10
C3446,Aggressive,80,15,5
C3447,Aggressive,80,15,5
C3448,Aggressive,80,15,5
C3449,Moderate,60,30,10
C3450,Aggressive,80,15,5
C3451,Moderate,60,30,10
C3452,Moderate,60,30,10
C3453,Conservative,40,40,20
C3454,Moderate,60,30,10
C3455,Moderate,60,30,10
C3456,Conservative,40,40,20
C3457,Aggressive,80,15,5
C3458,Conservative,40,40,20
C3459,Moderate,60,30,10
C3460,Aggressive,80,15,5
C3461,Moderate,60,30,10
C3462,Moderate,60,30,10
C3463,Aggressive,80,15,5
C3464,Conservative,40,40,20
C3465,Moderate,60,30,10
C3466,Conservative,40,40,20
C3467,Moderate,60,30,10
C3468,Conservative,40,40,20
C3469,Moderate,60,30,10
C3470,Moderate,60,30,10
C3471,Moderate,60,30,10
C3472,Moderate,60,30,10
C3473,Conservative,40,40,20
C3474,Aggressive,80,15,5
C3475,Conservative,40,40,20
C3476,Aggressive,80,15,5
C3477,Moderate,60,30,10
C3478,Moderate,60,30,10
C3479,Aggressive,80,15,5
C3480,Aggressive,80,15,5
C3481,Moderate,60,30,10
C3482,Moderate,60,30,10
C3483,Conservative,40,40,20
C3484,Conservative,40,40,20
C3485,Aggressive,80,15,5
C3486,Conservative,40,40,20
C3487,Moderate,60,30,10
C3488,Conservative,40,40,20
C3489,Aggressive,80,15,5
C3490,Aggressive,80,15,5
C3491,Moderate,60,30,10
C3492,Conservative,40,40,20
C3493,Aggressive,80,15,5
C3494,Conservative,40,40,20
C3495,Moderate,60,30,10
C3496,Conservative,40,40,20
C3497,Conservative,40,40,20
C3498,Moderate,60,30,10
C3499,Aggressive,80,15,5
C3500,Aggressive,80,15,5
C3501,Conservative,40,40,20
C3502,Conservative,40,40,20
C3503,Aggressive,80,15,5
C3504,Conservative,40,40,20
C3505,Aggressive,80,15,5
C3506,Moderate,60,30,10
C3507,Moderate,60,30,10
C3508,Aggressive,80,15,5
C3509,Conservative,40,40,20
C3510,Aggressive,80,15,5
C3511,Moderate,60,30,10
C3512,Conservative,40,40,20
C3513,Moderate,60,30,10
C3514,Conservative,40,40,20
C3515,Moderate,60,30,10
C3516,Moderate,60,30,10
C3517,Conservative,40,40,20
C3518,Conservative,40,40,20
C3519,Moderate,60,30,10
C3520,Moderate,60,30,10
C3521,Moderate,60,30,10
C3522,Moderate,60,30,10
C3523,Conservative,40,40,20
C3524,Conservative,40,40,20
C3525,Conservative,40,40,20
C3526,Aggressive,80,15,5
C3527,Moderate,60,30,10
C3528,Conservative,40,40,20
C3529,Conservative,40,40,20
C3530,Aggressive,80,15,5
C3531,Moderate,60,30,10
C3532,Aggressive,80,15,5
C3533,Moderate,60,30,10
C3534,Aggressive,80,15,5
C3535,Conservative,40,40,20
C3536,Aggressive,80,15,5
C3537,Moderate,60,30,10
C3538,Conservative,40,40,20
C3539,Aggressive,80,15,5
C3540,Aggressive,80,15,5
C3541,Conservative,40,40,20
C3542,Moderate,60,30,10
C3543,Conservative,40,40,20
C3544,Moderate,60,30,10
C3545,Moderate,60,30,10
C3546,Aggressive,80,15,5
C3547,Aggressive,80,15,5
C3548,Moderate,60,30,10
C3549,Aggressive,80,15,5
C3550,Moderate,60,30,10
C3551,Conservative,40,40,20
C3552,Moderate,60,30,10
C3553,Conservative,40,40,20
C3554,Conservative,40,40,20
C3555,Conservative,40,40,20
C3556,Aggressive,80,15,5
C3557,Aggressive,80,15,5
C3558,Aggressive,80,15,5
C3559,Conservative,40,40,20
C3560,Conservative,40,40,20
C3561,Moderate,60,30,10
C3562,Moderate,60,30,10
C3563,Moderate,60,30,10
C3564,Moderate,60,30,10
C3565,Conservative,40,40,20
C3566,Moderate,60,30,10
C3567,Conservative,40,40,20
C3568,Moderate,60,30,10
C3569,Conservative,40,40,20
C3570,Aggressive,80,15,5
C3571,Moderate,60,30,10
C3572,Moderate,60,30,10
C3573,Conservative,40,40,20
C3574,Conservative,40,40,20
C3575,Aggressive,80,15,5
C3576,Aggressive,80,15,5
C3577,Aggressive,80,15,5
C3578,Conservative,40,40,20
C3579,Conservative,40,40,20
C3580,Moderate,60,30,10
C3581,Aggressive,80,15,5
C3582,Conservative,40,40,20
C3583,Moderate,60,30,10
C3584,Moderate,60,30,10
C3585,Conservative,40,40,20
C3586,Conservative,40,40,20
C3587,Conservative,40,40,20
C3588,Aggressive,80,15,5
C3589,Conservative,40,40,20
C3590,Moderate,60,30,10
C3591,Aggressive,80,15,5
C3592,Conservative,40,40,20
C3593,Conservative,40,40,20
C3594,Conservative,40,40,20
C3595,Moderate,60,30,10
C3596,Conservative,40,40,20
C3597,Conservative,40,40,20
C3598,Moderate,60,30,10
C3599,Moderate,60,30,10
C3600,Conservative,40,40,20
C3601,Conservative,40,40,20
C3602,Moderate,60,30,10
C3603,Moderate,60,30,10
C3604,Moderate,60,30,10
C3605,Moderate,60,30,10
C3606,Moderate,60,30,10
C3607,Aggressive,80,15,5
C3608,Aggressive,80,15,5
C3609,Conservative,40,40,20
C3610,Moderate,60,30,10
C3611,Conservative,40,40,20
C3612,Conservative,40,40,20
C3613,Aggressive,80,15,5
C3614,Aggressive,80,15,5
C3615,Conservative,40,40,20
C3616,Moderate,60,30,10
C3617,Moderate,60,30,10
C3618,Moderate,60,30,10
C3619,Conservative,40,40,20
C3620,Conservative,40,40,20
C3621,Moderate,60,30,10
C3622,Aggressive,80,15,5
C3623,Moderate,60,30,10
C3624,Moderate,60,30,10
C3625,Moderate,60,30,10
C3626,Conservative,40,40,20
C3627,Moderate,60,30,10
C3628,Conservative,40,40,20
C3629,Aggressive,80,15,5
C3630,Moderate,60,30,10
C3631,Aggressive,80,15,5
C3632,Conservative,40,40,20
C3633,Conservative,40,40,20
C3634,Moderate,60,30,10
C3635,Conservative,40,40,20
C3636,Conservative,40,40,20
C3637,Aggressive,80,15,5
C3638,Moderate,60,30,10
C3639,Conservative,40,40,20
C3640,Conservative,40,40,20
C3641,Moderate,60,30,10
C3642,Moderate,60,30,10
C3643,Conservative,40,40,20
